"","symbols","allENT","moduleColors","riBAQ 17","riBAQ 18","riBAQ 35","riBAQ 36","riBAQ 19","riBAQ 20","riBAQ 21","riBAQ 22","riBAQ 23","riBAQ 37","riBAQ 38","riBAQ 39","riBAQ 40","riBAQ 41","riBAQ 24","riBAQ 25","riBAQ 26","riBAQ 42","riBAQ 43"
"986","MFI2",NA,"turquoise",2.13e-05,1.54e-05,2.91e-05,0,1.43e-05,1.53e-05,1.92e-05,9e-06,1.68e-05,0,1.21e-05,1.8e-05,2.23e-05,6.77e-06,2.56e-05,6.55e-05,3.53e-05,1.98e-05,6.27e-05
"987","MGEA5",NA,"turquoise",1.79e-05,1.94e-05,2.02e-05,1.8e-05,3.2e-05,1.8e-05,1.15e-05,1.17e-05,1.79e-05,3.25e-05,1.49e-05,8.77e-06,9.3e-06,2.35e-05,1.22e-05,0,8.2e-06,0,0
"988","MGLL","ENSG00000074416","black",6.3e-05,9.62e-05,0.000119532,0.000104685,4.71e-05,6.12e-05,7.87e-05,7.95e-05,8.37e-05,8.39e-05,0.000105998,3.97e-05,3.68e-05,5.08e-05,6.96e-05,8.02e-05,3.15e-05,2.46e-05,0.00010076
"989","MINK1","ENSG00000141503","grey",1.22e-05,1.12e-05,8.72e-06,1.07e-05,1.37e-05,1.03e-05,1.18e-05,0,0,9.6e-06,6.78e-06,0,0,4.65e-06,0,1.04e-05,1.05e-05,0,1.09e-05
"990","MLC1","ENSG00000100427","turquoise",0.000130302,4.92e-05,5.58e-05,0.000104435,0,0,6.35e-05,0,5.53e-05,4.76e-05,0,0.000108024,0,4.08e-05,9.2e-05,0.000229474,0.000170384,0.000190991,0.000318851
"991","MLEC","ENSG00000110917","green",0,0,0,0,0,6.04e-05,0,0,0,2.03e-05,0,0,0,0,0,4.64e-05,3.3e-05,0.000100069,7.1e-05
"992","MLLT4",NA,"turquoise",0,1.07e-05,6.92e-06,5.93e-06,0,0,0,0,0,0,0,0,0,3.1e-06,0,2.46e-05,2.52e-05,1.44e-05,1.36e-05
"993","MOG","ENSG00000204655","grey",0.000140209,0.000154484,0.000100916,6.05e-05,0.000224631,0.000390224,0.000686873,0.000368855,0.000312617,0.000247723,0.000363475,0.000472637,0.000311815,0.000322937,0.000319751,0.000302773,0.000285223,2.27e-05,0.000272681
"994","MOXD1","ENSG00000079931","turquoise",0,0,0,0,0,3.71e-05,1.17e-05,0,0,0,1.49e-05,0,0,7.1e-06,2.12e-05,7.92e-05,2.22e-05,2.75e-05,5.12e-05
"995","MPI","ENSG00000178802","turquoise",9.86e-05,5.87e-05,0.000102097,0.00010393,0.000121542,8.91e-05,8.42e-05,0.000109393,0.000103152,0.00014039,7.84e-05,7.66e-05,6.66e-05,0.000125292,0.00010842,0.000102749,0.000218393,0.000116553,0.000119279
"996","MPP2","ENSG00000108852","grey",9.59e-06,0,1.4e-05,1.04e-05,0,0,0,0,1.01e-05,5.5e-06,0,1.66e-05,0,0,0,0,0,0,0
"997","MPP6",NA,"grey",3.65e-05,4.81e-05,4.2e-05,3.81e-05,4.17e-05,4.71e-05,3.67e-05,2.57e-05,3.2e-05,3.33e-05,2.37e-05,4.16e-05,2.88e-05,2.07e-05,4.08e-05,4.28e-05,3.64e-05,4.41e-05,3.76e-05
"998","MPST","ENSG00000128309","turquoise",3.96e-05,0,0,0,3.65e-05,0,0,0,0,0,2.46e-05,3.32e-05,4.13e-05,3.97e-05,7.15e-05,0.000123878,0.000101146,7.44e-05,0.000129683
"999","MRAS","ENSG00000158186","grey",0.000127198,0.000132105,0.000147795,0.000137382,0.000196668,9.36e-05,0.000127038,0.000115397,0.000101812,0.000112683,0.000127842,0.000128391,8.98e-05,0.000101448,0.000103007,9.39e-05,0.00012844,0.000130829,0.000137491
"1000","MRC1","ENSG00000260314","turquoise",9.83e-06,0,0,0,0,9.18e-06,0,0,9.78e-06,3.22e-05,0,9.15e-06,0,0,5.69e-05,5.1e-05,1.19e-05,2.46e-05,8.7e-05
"1001","MRC2","ENSG00000011028","green",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69e-06,2.32e-06,0,1.17e-05,3.75e-06
"1002","MROH1","ENSG00000179832","black",0,1.22e-05,1.05e-05,1.37e-05,0,0,4.5e-06,0,0,0,0,0,0,0,0,0,0,0,0
"1003","MSN","ENSG00000147065","turquoise",0.000559288,0.000489831,0.000369251,0.000330435,0.000768672,0.000683403,0.000607565,0.000721501,0.000754897,0.000471933,0.000542034,0.000683988,0.000770898,0.000569579,0.001041145,0.001456857,0.00132968,0.001933139,0.001947308
"1004","MT.CO2",NA,"turquoise",0.000225976,0,0,0,0.000321973,0.00042553,0.0002668,0.000272961,0,0.000169854,9.1e-05,0,8.78e-05,0,0.000624845,0.001451048,0.000970883,0.000269351,0.001651552
"1005","MTAP","ENSG00000099810","black",2.09e-05,0,0,0,0,0,0,0,0,0,0,0,4.64e-05,3.24e-05,3.9e-05,3.81e-05,3.93e-05,5.95e-05,5.13e-05
"1006","MTCH2","ENSG00000285121","turquoise",0,0,0,0,7.23e-05,8.97e-05,7.24e-05,0,0,0,0,3.47e-05,0,0,0.000159751,0.000337816,0.00030386,0.000197501,0.000389327
"1007","MTHFD1","ENSG00000100714","grey",2.07e-05,3e-05,2.79e-05,3.47e-05,2.31e-05,2.44e-05,4.06e-05,4.74e-05,2.01e-05,2.91e-05,2.58e-05,3.08e-05,2.01e-05,2.26e-05,1.98e-05,2.1e-05,2.04e-05,3e-05,2.41e-05
"1008","MTMR1","ENSG00000063601","black",0,1.19e-05,1e-05,1.87e-05,0,0,0,0,0,1.34e-05,1.19e-05,0,0,0,0,0,0,0,0
"1009","MTOR","ENSG00000198793","turquoise",0,2.02e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71e-06,1.44e-06,2.03e-06,2.43e-06
"1010","MTPN","ENSG00000105887","black",0.000829942,0.001109178,0.001503773,0.00123012,0.000818723,0.000672789,0.000642463,0.000845684,0.000853124,0.000829495,0.0011098,0.000937853,0.001238339,0.00118281,0.000406768,0.000489471,0.000445744,0.001008272,0.00075041
"1011","MTSS1L",NA,"turquoise",1.52e-05,1.19e-05,1.88e-05,1.77e-05,3.44e-05,0,2.05e-05,1.06e-05,1.5e-05,8.9e-06,0,1.53e-05,1.07e-05,1.04e-05,2.31e-05,2.91e-05,3.84e-05,4.27e-05,4.3e-05
"1012","MTX2","ENSG00000128654","turquoise",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35e-05,6.82e-05,3.44e-05,0.000124997
"1013","MVP","ENSG00000013364","black",5.46e-05,8.51e-05,0,0,8.9e-05,0.000200444,0.000299882,0.000120074,0.000118252,0.000148976,0.000130306,6.46e-05,0.000136795,0.000120672,0.000275737,0.000297749,0.000358869,0.000429641,0.000231179
"1014","MYH10","ENSG00000133026","green",3.34e-05,5.74e-05,5.48e-05,4.81e-05,5.23e-05,8.1e-05,0.000120706,4.66e-05,5.47e-05,7.64e-05,5.59e-05,4.85e-05,3.93e-05,3.93e-05,4.31e-05,5.98e-05,7.47e-05,0.000141726,6.14e-05
"1015","MYH11","ENSG00000276480","turquoise",7.63e-06,0,4.12e-06,4.71e-06,0,2.42e-05,2.23e-05,0,7.47e-06,6.37e-05,4.87e-06,0,2.41e-06,3.66e-06,2.49e-05,5.99e-05,1.88e-05,6.05e-05,7e-05
"1016","MYH14","ENSG00000105357","grey",1.22e-05,2.07e-05,8.35e-06,1.26e-05,8.43e-06,1.3e-05,4.09e-05,1.31e-05,1.57e-05,1.44e-05,1.21e-05,1.44e-05,1.47e-05,9.21e-06,1.05e-05,1.04e-05,1.96e-05,2.33e-05,7.64e-06
"1017","MYH9","ENSG00000100345","green",0.000191369,0.000195796,0.000159417,0.000136514,0.00019942,0.000307534,0.00043803,0.000240542,0.000186126,0.000300701,0.000217835,0.000146466,0.000143228,0.000144459,0.000248831,0.00023634,0.000258271,0.000541077,0.000226837
"1018","MYL12B","ENSG00000118680","grey",0.000249042,0.000405391,0.000150021,0.000157916,0.000486522,0.000788345,0.001603346,0.000608429,0.000510415,0.0003594,0.000465929,0.000386316,0.000639169,0.000247759,0.00076429,0.000957268,0.00069163,0.001051777,0.00052682
"1019","MYL6","ENSG00000092841","green",0.000517513,0.000651665,0.000656783,0.000403052,0.000817403,0.001246469,0.001794901,0.000692012,0.000666217,0.00146036,0.000958115,0.000679012,0.001355525,0.000660383,0.001436314,0.001421808,0.001255658,0.002711017,0.00201494
"1020","MYL6B","ENSG00000196465","grey",0,0,2.44e-05,0,3.95e-05,9.29e-05,0.000113601,0,0,4.06e-05,0,2.23e-05,0,1.77e-05,4.84e-05,2.18e-05,3.2e-05,5.95e-05,0
"1021","MYLK","ENSG00000065534","grey",1.21e-05,8.97e-06,0,1.01e-05,7.47e-06,1e-05,8.85e-06,1.21e-05,1.05e-05,7.89e-06,1.41e-05,8.4e-06,1.12e-05,1.04e-05,8.82e-06,1.31e-05,1.14e-05,1.32e-05,1.09e-05
"1022","MYO18A","ENSG00000196535","grey",8.9e-06,1.38e-05,1.52e-05,1.74e-05,1.35e-05,1.55e-05,1.92e-05,8.4e-06,8.47e-06,1.67e-05,2.05e-05,2.49e-05,2.18e-05,0,9.06e-06,1.51e-05,2.31e-05,9.01e-06,1.24e-05
"1023","MYO1C","ENSG00000197879","green",7.43e-06,0,0,0,1.55e-05,1.85e-05,2.3e-05,8.37e-06,1.04e-05,4.73e-05,1.99e-05,1.02e-05,0,6.9e-06,1.43e-05,3.54e-05,2.03e-05,4.19e-05,4.03e-05
"1024","MYO1D","ENSG00000176658","grey",3.07e-06,0,0,0,0,1.16e-05,1.27e-05,2.58e-06,5.21e-06,4.98e-06,6.54e-06,0,0,0,7.83e-06,3.87e-06,6.89e-06,0,2.52e-06
"1025","MYO5A","ENSG00000197535","pink",2.94e-05,6.26e-05,6.65e-05,5.25e-05,5.08e-05,4.73e-05,0.000100999,3.72e-05,3.22e-05,6.2e-05,5.51e-05,2.36e-05,1.56e-05,2.32e-05,1.94e-05,2.71e-05,1.36e-05,1.49e-05,2.17e-05
"1026","MYO6","ENSG00000196586","turquoise",1.59e-05,2.53e-05,1.24e-05,1.02e-05,1.28e-05,1.66e-05,4.66e-05,1.69e-05,7.8e-06,1.42e-05,1.33e-05,1.37e-05,1.64e-05,9.94e-06,2.58e-05,2.82e-05,4.58e-05,2.52e-05,4.03e-05
"1027","MYOF","ENSG00000138119","turquoise",1.35e-05,0,0,0,0,2.16e-05,1.38e-05,0,1.55e-05,1.91e-05,0,1.27e-05,0,0,4.39e-05,6.75e-05,2.16e-05,3.62e-05,4.13e-05
"1028","NADK2","ENSG00000152620","turquoise",0,0,0,0,2.22e-05,0,2.15e-05,1.59e-05,2.03e-05,0,0,9.44e-06,3.86e-05,1.19e-05,3.1e-05,5.34e-05,3.87e-05,2.61e-05,6.88e-05
"1029","NAE1","ENSG00000159593","grey",2.04e-05,0,3.13e-05,2.52e-05,0,2.04e-05,0,2.89e-05,3.05e-05,2.16e-05,2.08e-05,0,1.28e-05,3.57e-05,0,0,1.38e-05,1.84e-05,1.25e-05
"1030","NAGK","ENSG00000124357","grey",5.48e-05,8.11e-05,7.04e-05,8.33e-05,7.85e-05,8.96e-05,6.8e-05,8.29e-05,6.81e-05,9.52e-05,8.98e-05,4.98e-05,4.83e-05,7.73e-05,6.7e-05,7.78e-05,8.93e-05,9.5e-05,8.17e-05
"1031","NAMPT","ENSG00000105835","turquoise",0,3.78e-05,1.52e-05,1.56e-05,0,3.61e-05,3.19e-05,0,1.78e-05,3.62e-05,3.66e-05,1.77e-05,2.01e-05,2.3e-05,6.27e-05,7.19e-05,9.7e-05,9.22e-05,4.07e-05
"1032","NANS","ENSG00000095380","black",0,5.02e-05,8.84e-05,6.51e-05,5.03e-05,5.04e-05,4.09e-05,4.17e-05,3.75e-05,0.000103424,8.59e-05,0,0,6.09e-05,0,0,3.06e-05,4.67e-05,0
"1033","NAP1L1","ENSG00000187109","grey",0,0,0.000103529,7.43e-05,0,0,0,0,0,0,6.61e-05,5.39e-05,0,6.12e-05,0,5.81e-05,0.000130372,9.51e-05,5.76e-05
"1034","NAP1L4","ENSG00000273562","grey",0.000124326,0.000190111,0.000123645,0.000147455,0.000144384,0.000118707,0.000142167,0.000192102,0.000144238,0.000141434,0.00014043,8.33e-05,0.000132138,0.00014039,0.000124873,0.000125135,0.000180221,0.000171339,8.71e-05
"1035","NAPA","ENSG00000105402","black",0.000378787,0.000595546,0.000607803,0.000596991,0.000483922,0.000485008,0.000455757,0.000423223,0.00044643,0.000652687,0.000702813,0.000247039,0.000298371,0.000338045,0.000250447,0.000273553,0.000391073,0.000342002,0.000265341
"1036","NAPB","ENSG00000125814","black",0.001186905,0.002778616,0.002718667,0.003093595,0.002157597,0.001601445,0.001639429,0.001760205,0.001376963,0.00257788,0.002495347,0.000833575,0.001038675,0.001481366,0.000549705,0.000426715,0.000427333,0.000418028,0.000421145
"1037","NAPG","ENSG00000134265","black",0.000351923,0.000625771,0.000620062,0.000713376,0.000408631,0.000420849,0.000558233,0.000410341,0.000397918,0.00064732,0.000651963,0.000324752,0.000398561,0.000391158,0.000228767,0.000212681,0.000295687,0.000276419,0.000270894
"1038","NARS",NA,"grey",6.63e-05,8.82e-05,5.81e-05,6.84e-05,7.92e-05,7.89e-05,8.23e-05,7.9e-05,6.89e-05,7.08e-05,8.08e-05,5.15e-05,4.65e-05,7.25e-05,7.96e-05,6.22e-05,6.85e-05,4.24e-05,5.04e-05
"1039","NCALD","ENSG00000104490","black",0.000746637,0.001149722,0.00108814,0.00062703,0.000570408,0.000656136,0.000448947,0.000667651,0.000509504,0.000680627,0.000686015,0.000452034,0.000508463,0.000561726,0.00027572,0.000198684,0.000159338,0.000125995,0.000227836
"1040","NCAM1","ENSG00000149294","grey",0.003967236,0.003722213,0.00395194,0.003839905,0.004313544,0.003824844,0.005161543,0.003398242,0.003020131,0.002772083,0.003016844,0.003645127,0.002790487,0.003727702,0.003512728,0.004127337,0.003575534,0.003254125,0.004064658
"1041","NCAM2","ENSG00000154654","grey",0.00045915,0.000391101,0.000585535,0.000526558,0.000645175,0.000386973,0.000527405,0.000468281,0.000356252,0.000352321,0.000384126,0.000508822,0.00037336,0.000456193,0.000381416,0.000475905,0.000457693,0.000287371,0.000423566
"1042","NCAN","ENSG00000130287","pink",0.005104188,0.004271716,0.002998886,0.003342649,0.003690857,0.004949384,0.008853487,0.003846986,0.004061627,0.003009511,0.002645323,0.004111348,0.004147392,0.003645067,0.004362787,0.003519249,0.002679913,0.001290809,0.001830297
"1043","NCDN","ENSG00000020129","turquoise",0.000282413,0.000303682,0.000389382,0.000314267,0.000490937,0.000365198,0.000350509,0.000319127,0.000410827,0.000332692,0.00034613,0.000227152,0.000122415,0.000334638,0.00019542,8.18e-05,0.000111092,0.000131787,8.57e-05
"1044","NCEH1","ENSG00000144959","grey",2.95e-05,4.29e-05,3.16e-05,0,3.47e-05,6.31e-05,6.02e-05,4e-05,3.05e-05,5.04e-05,3.9e-05,2.84e-05,2.11e-05,0,0,5.05e-05,3.79e-05,3.14e-05,4.7e-05
"1045","NCK2","ENSG00000071051","black",0,2.52e-05,1.83e-05,1.98e-05,0,0,0,0,0,0,6.59e-06,0,0,0,0,0,0,0,0
"1046","NCKAP1","ENSG00000061676","grey",0.000157801,0.000180766,0.000221269,0.000196491,0.000284874,0.000113521,0.000147755,0.00015902,0.000119076,0.000165034,0.000122427,0.000126361,8.22e-05,0.000121731,8.6e-05,8.7e-05,6.64e-05,0.000517708,9.02e-05
"1047","NCL","ENSG00000115053","grey",6.28e-05,0.000100638,2.32e-05,0,7.21e-05,7.43e-05,6.41e-05,8.51e-05,4.58e-05,2.23e-05,3.39e-05,3.81e-05,3.44e-05,4.63e-05,3.52e-05,2.34e-05,3.67e-05,4.25e-05,1.94e-05
"1048","NCOA7","ENSG00000111912","black",0,1.96e-05,1.06e-05,1.64e-05,0,1.34e-05,0,1.05e-05,0,1.3e-05,1.28e-05,0,0,8.29e-06,0,0,0,0,0
"1049","NCS1","ENSG00000107130","black",0.000331179,0.000501221,0.000381491,0.000436468,0.000757449,0.00039031,0.000307446,0.000485254,0.000415996,0.000425971,0.000390918,0.000267702,0.000227857,0.000368039,0.00023796,0.000193774,0.00014394,0.000142873,0.000153562
"1050","NCSTN","ENSG00000162736","turquoise",3.02e-05,2.79e-05,2.3e-05,1.75e-05,2.12e-05,3.97e-05,3.13e-05,2.47e-05,3.24e-05,2.95e-05,2.56e-05,3.04e-05,1.96e-05,1.65e-05,3.31e-05,5.57e-05,4.35e-05,3.05e-05,5.18e-05
"1051","NDEL1","ENSG00000166579","black",0,2.1e-05,2.72e-05,2.44e-05,0,0,0,0,1.03e-05,1.23e-05,2.04e-05,0,1.02e-05,0,0,0,0,0,0
"1052","NDRG1","ENSG00000104419","grey",0.000344534,0.000347311,0.000314246,0.000272359,0.000310489,0.000455493,0.000308468,0.000361773,0.000489213,0.000464311,0.000521771,0.000547714,0.000281477,0.00042847,0.000730163,0.000569943,0.000611071,0.000316374,0.000472061
"1053","NDRG2","ENSG00000165795","grey",0.00205739,0.002013059,0.001937093,0.002103594,0.001553189,0.002066115,0.001199586,0.001689597,0.001609594,0.001806041,0.002499677,0.002170036,0.001763031,0.001788407,0.001858546,0.002105676,0.001592475,0.001856198,0.002236474
"1054","NDRG3","ENSG00000101079","black",0.000163648,0.000169961,0.000183324,0.000175228,0.000146472,0.000151942,0.000119363,0.000166695,0.000158833,0.000183457,0.000183078,0.000130726,0.000103137,0.000133439,0.000127421,0.000156098,0.000127197,6.85e-05,0.000106175
"1055","NDRG4","ENSG00000103034","green",0.00025987,0.000246731,0.000222732,0.000163558,0.000311929,0.000198445,0.00028379,0.000237157,0.000257505,0.000252818,0.000322927,0.000166121,0.000177157,0.000130597,0.000168181,0.00017639,0.000176787,6.9e-05,0.000105235
"1056","NDUFA10","ENSG00000130414","turquoise",0,0,0,0,0,4.5e-05,2.12e-05,0,0,1.83e-05,0,0,0,0,3.81e-05,0.000113567,6.99e-05,4.55e-05,0.000265264
"1057","NDUFA13","ENSG00000186010","turquoise",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000342221,0.000312633,0.000134501,0.000559772
"1058","NDUFA2","ENSG00000131495","turquoise",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000310948,0.000185899,0.000144486,0.000467642
"1059","NDUFA5","ENSG00000128609","turquoise",0,0,0,0,0.000112819,0.000195941,0,9.53e-05,9.03e-05,0.000149189,0,0,0,0,0.000161356,0.000646073,0.000344376,0.000243257,0.000913035
"1060","NDUFA8","ENSG00000119421","turquoise",0,0,0,0,8.8e-05,0.000164619,0,0,7.53e-05,9.66e-05,0,0,0,0,0.00016843,0.000502111,0.000383709,0.000157652,0.000689022
"1061","NDUFA9","ENSG00000139180","turquoise",1.61e-05,0,0,0,4.28e-05,5.15e-05,2.68e-05,3.31e-05,2.39e-05,2.31e-05,0,1.56e-05,0,0,7.77e-05,0.000210146,0.000137011,5.75e-05,0.000294181
"1062","NDUFB10","ENSG00000291930","turquoise",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107409,0.000312784,0.000177907,0,0.000435978
"1063","NDUFB9","ENSG00000147684","turquoise",0,0,0,0,6.7e-05,7.85e-05,3.64e-05,4.55e-05,0,6.8e-05,3.16e-05,0,0,0,0.000106166,0.000360958,0.000223319,9.22e-05,0.000543709
"1064","NDUFS1","ENSG00000283447","turquoise",1.78e-05,0,1e-05,1.18e-05,4.56e-05,7.44e-05,3.44e-05,3.57e-05,2.54e-05,3.16e-05,2.05e-05,1.87e-05,1.79e-05,9.5e-06,8.18e-05,0.000281457,0.000190359,0.000129939,0.000460303
"1065","NDUFS2","ENSG00000158864","turquoise",0,0,0,0,3.93e-05,3.83e-05,2.02e-05,2.83e-05,1.95e-05,2e-05,0,0,0,0,5.28e-05,0.000187987,0.000138337,5.01e-05,0.000310436
"1066","NDUFS3","ENSG00000213619","turquoise",0,0,0,0,1.77e-05,4.7e-05,2.87e-05,2.79e-05,0,2.89e-05,1.49e-05,1.2e-05,2.06e-05,0,6.83e-05,0.000217028,0.000134009,7.04e-05,0.000404929
"1067","NDUFS5","ENSG00000168653","turquoise",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000402072,0.000281653,0.000221133,0.000709696
"1068","NDUFS6","ENSG00000145494","turquoise",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133371,0.000265133,0.000280346,0.000217623,0.000484397
"1069","NDUFV1","ENSG00000167792","turquoise",0,0,0,0,4.97e-05,6.29e-05,2.94e-05,3.75e-05,2.36e-05,2.65e-05,1.04e-05,0,0,0,7.9e-05,0.000226158,0.000219626,6.15e-05,0.000331436
"1070","NDUFV2","ENSG00000178127","turquoise",0,0,0,0,0,5.36e-05,0,0,0,3.69e-05,0,0,2.61e-05,0,8.15e-05,0.000193413,0.000132551,0.000104897,0.000361852
"1071","NECAB1","ENSG00000123119","black",0,5.4e-05,9.82e-05,8.18e-05,6.6e-05,7.34e-05,5.92e-05,4.43e-05,0,7.87e-05,6.01e-05,0,0,7.33e-05,0,0,0,0,0
"1072","NECAB2","ENSG00000103154","black",4.4e-05,5.18e-05,7e-05,0.000224035,9.1e-05,2.71e-05,2.5e-05,9.78e-05,3.2e-05,5.35e-05,3.28e-05,2.72e-05,0,0.000115673,0,0,0,3.07e-05,0
"1073","NECAP1","ENSG00000089818","black",0,0.000128586,0.000149663,0.000151579,0,0,0,5.75e-05,0,0.00010819,0.000116753,0,3.84e-05,7.66e-05,3.86e-05,0,0,0,0
"1074","NEDD8.MDP1",NA,"grey",0.000245027,0.000193295,0.000283568,0,0,0,0,0,0,0,0.000211671,0,0,0.000273688,0,0,0,0,0
"1075","NEFL","ENSG00000277586","grey",9.41e-05,0.000179579,5.34e-05,4.22e-05,0.000192773,0.000261594,0.000337464,0.00013161,0.000113224,4.89e-05,0.000151665,0.000126234,0.000185583,0.00012621,0.000367523,5.3e-05,0.000333649,8.46e-06,4.6e-05
"1076","NEFM","ENSG00000104722","grey",0.000118715,0.000187045,0.000102934,0.000106736,8.37e-05,0.000120613,0.000251149,0.000284015,0.000312373,0.000145631,0.000365527,0.000311138,0.000430994,0.000391568,0.00032483,0.000194304,0.000312002,8.23e-05,0.00012516
"1077","NEGR1","ENSG00000172260","pink",0.000193344,0.000105262,0.000209934,8.93e-05,0.000111829,0.000289316,0.000471115,0.000120004,0.000116201,8.12e-05,0.000133207,0.000224009,0.00019585,0.000182474,0.000100775,0.000136582,8.47e-05,3.66e-05,0.000210621
"1078","NENF","ENSG00000117691","green",0,0,0,0,0,5.56e-05,0,0,3.1e-05,0,3.09e-05,0,0,0,3.09e-05,0,5.29e-05,0.00013826,3.79e-05
"1079","NEO1","ENSG00000067141","black",7.36e-06,0,0,0,8.69e-06,1.2e-05,1.1e-05,7.15e-06,6.49e-06,0,4.95e-06,7.78e-06,8.92e-06,7.18e-06,8.51e-06,1.46e-05,1.53e-05,1.19e-05,1.48e-05
"1080","NFASC","ENSG00000163531","black",0.000176516,0.000158319,0.00013939,0.000107941,0.000232298,0.000300769,0.000448355,0.000204328,0.000184298,0.000171575,0.000251677,0.000228104,0.000267726,0.000231859,0.000247,0.000289712,0.000301958,0.000227897,0.000306689
"1081","NID1","ENSG00000116962","black",3.46e-05,0,0,0,3.15e-05,8.08e-06,8.4e-05,1.58e-05,3.11e-05,4.18e-05,2.48e-05,4.42e-05,6.32e-05,2.12e-05,6.57e-05,5.04e-05,7.04e-05,7.61e-05,8.6e-05
"1082","NID2","ENSG00000087303","grey",1.47e-05,4.61e-06,5.8e-06,0,6.36e-06,1.74e-06,2.13e-05,3.84e-06,1.92e-05,1.51e-05,8.98e-06,1.15e-05,2.83e-05,1.13e-05,1.21e-05,1.35e-05,1.69e-05,9.77e-06,1e-05
"1083","NIF3L1","ENSG00000196290","grey",4.3e-05,3.02e-05,2.68e-05,3.28e-05,6.19e-05,2.47e-05,4.21e-05,4.27e-05,2.81e-05,4.83e-05,4.56e-05,0,3.34e-05,4.75e-05,4.08e-05,3.63e-05,5.36e-05,2.42e-05,4.39e-05
"1084","NIPSNAP1","ENSG00000184117","turquoise",3.77e-05,0,0,0,0,0,6.7e-05,0,0,4.61e-05,0,0,0,0,0,0.000173287,8.68e-05,3.24e-05,0.000282979
"1085","NIPSNAP3A","ENSG00000136783","turquoise",0,0,0,0,0,0,4.5e-05,3.68e-05,0,0,0,3.08e-05,4.6e-05,0,6.72e-05,8.12e-05,7.01e-05,4.81e-05,0.000113634
"1086","NISCH","ENSG00000010322","black",0,2.21e-05,2.44e-05,2.38e-05,9.36e-06,2.26e-05,0,0,1.91e-05,2.07e-05,2.74e-05,1.31e-05,0,1.82e-05,0,0,0,0,0
"1087","NIT1","ENSG00000158793","black",0,7.62e-05,6.95e-05,6.57e-05,0,4.85e-05,4.31e-05,6.82e-05,1.82e-05,6.99e-05,7.94e-05,0,3.24e-05,4.12e-05,0,2.78e-05,3.61e-05,5.51e-05,3.57e-05
"1088","NIT2","ENSG00000114021","grey",9.35e-05,7.17e-05,7.49e-05,9.17e-05,7.22e-05,3.39e-05,6.39e-05,0.000104469,9.75e-05,0.000125367,9.23e-05,8.41e-05,0.000164112,0.000114023,7.11e-05,7.28e-05,5.86e-05,0.00010889,8.83e-05
"1089","NME1.NME2",NA,"turquoise",0.001526724,0.001324842,0.001277827,0.001301403,0.001358267,0.001165373,0.0009812,0.001374743,0.001317789,0.0011696,0.001260939,0.001248376,0.001639302,0.0012035,0.001150701,0.000865623,0.000879126,0.000823413,0.001021419
"1090","NMT1","ENSG00000136448","turquoise",2.17e-05,2.35e-05,2.09e-05,2.17e-05,2.64e-05,2.9e-05,2.49e-05,4.03e-05,2.53e-05,3.13e-05,2e-05,2.37e-05,2.65e-05,1.96e-05,1.7e-05,1.77e-05,1.26e-05,1.57e-05,0
"1091","NNT","ENSG00000112992","turquoise",0,0,0,0,0,0,7.55e-06,0,0,0,0,0,0,0,1.32e-05,3.34e-05,3.14e-05,1.94e-05,7.58e-05
"1092","NOL3","ENSG00000140939","grey",3.39e-05,4.46e-05,0,4.48e-05,0,4.31e-05,0,6.24e-05,4.79e-05,5.03e-05,5.48e-05,0,7.08e-05,4.43e-05,3.94e-05,0,4.1e-05,6.11e-05,3.78e-05
"1093","NPC1","ENSG00000141458","turquoise",0,0,0,0,0,1.1e-05,0,0,1.05e-05,7.5e-06,0,1.57e-05,0,0,1.67e-05,3.2e-05,2.94e-05,1.81e-05,3.92e-05
"1094","NPC2","ENSG00000119655","green",0,0,0,0,0,0.000119098,0,0,0,0,0,0,0,0,0.000149293,0.000238342,0.000155727,0.000232883,0.000240306
"1095","NPEPL1","ENSG00000215440","turquoise",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12e-05,1.51e-05,1.42e-05,0,1.19e-05
"1096","NPEPPS","ENSG00000141279","turquoise",0.000481373,0.000455051,0.000515076,0.000480009,0.000566282,0.000474956,0.000415566,0.000615756,0.000562837,0.000521465,0.000498773,0.000416325,0.000394216,0.000421531,0.000530008,0.000308321,0.000447923,0.000330246,0.000297793
"1097","NPM1","ENSG00000181163","grey",0.000130499,0.000122828,9.76e-05,8.19e-05,8.16e-05,0.000154745,0.000234692,0.000165022,0,0.000135008,0.000150047,0.000154484,0.00027795,7.64e-05,0.000137784,0.000132499,0.000748142,0.000134372,7.83e-05
"1098","NPTN","ENSG00000156642","black",0.001124045,0.001137748,0.001600561,0.001335613,0.001027716,0.001002397,0.001108472,0.00088253,0.001159411,0.001178871,0.001372464,0.00121075,0.000927496,0.001191925,0.000833052,0.00076185,0.000745174,0.00071192,0.000998824
